workstream,method,param,rung,eval,prr,n_seeds,mode,source_csv
W7b-blend,blend,8.0,DiffTask-long,xsum,-0.0532,3,blend,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,asqa,0.3958,3,blend,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,cnn_dailymail,0.3377,3,blend,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,expertqa,0.1222,3,blend,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,factscore,0.2938,3,blend,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,med_quad,0.2095,3,blend,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,pubmed_qa,0.3212,3,blend,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,samsum,0.2073,3,blend,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,LOO-long,xsum,0.1242,3,blend,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,asqa,0.3332,3,blend,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,cnn_dailymail,0.3248,3,blend,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,expertqa,0.0186,3,blend,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,factscore,0.4076,3,blend,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,med_quad,0.1701,3,blend,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,pubmed_qa,0.2398,3,blend,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,samsum,0.3043,3,blend,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,blend,8.0,SameTask-long,xsum,0.1467,3,blend,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,asqa,0.4283,3,const,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,cnn_dailymail,0.2022,3,const,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,expertqa,0.1843,3,const,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,factscore,0.4541,3,const,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,med_quad,0.1705,3,const,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,pubmed_qa,0.3887,3,const,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,samsum,0.0816,3,const,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,1ds-Diff-long,xsum,0.0146,3,const,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,asqa,0.3908,3,const,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,cnn_dailymail,0.1684,3,const,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,expertqa,0.2323,3,const,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,factscore,0.4508,3,const,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,med_quad,0.2003,3,const,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,pubmed_qa,0.3730,3,const,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,samsum,-0.0016,3,const,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,DiffTask-long,xsum,-0.0317,3,const,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,asqa,0.3851,3,const,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,cnn_dailymail,0.2298,3,const,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,expertqa,0.2215,3,const,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,factscore,0.4293,3,const,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,med_quad,0.2010,3,const,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,pubmed_qa,0.3816,3,const,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,samsum,0.1016,3,const,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,LOO-long,xsum,0.0611,3,const,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,asqa,0.3138,3,const,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,cnn_dailymail,0.2349,3,const,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,expertqa,0.1886,3,const,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,factscore,0.4940,3,const,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,med_quad,0.1652,3,const,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,pubmed_qa,0.3664,3,const,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,samsum,0.1422,3,const,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,const,0.5,SameTask-long,xsum,0.0773,3,const,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,asqa,0.2498,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,cnn_dailymail,0.1198,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,expertqa,0.2054,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,factscore,0.4283,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,med_quad,0.1492,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,pubmed_qa,0.3710,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,samsum,-0.0243,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,1ds-Diff-long,xsum,-0.0149,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,asqa,0.2498,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,cnn_dailymail,0.1198,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,expertqa,0.2054,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,factscore,0.4283,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,med_quad,0.1492,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,pubmed_qa,0.3710,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,samsum,-0.0243,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,DiffTask-long,xsum,-0.0149,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,asqa,0.2498,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,cnn_dailymail,0.1198,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,expertqa,0.2054,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,factscore,0.4283,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,med_quad,0.1492,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,pubmed_qa,0.3710,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,samsum,-0.0243,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,LOO-long,xsum,-0.0149,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,asqa,0.2498,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,cnn_dailymail,0.1198,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,expertqa,0.2054,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,factscore,0.4283,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,med_quad,0.1492,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,pubmed_qa,0.3710,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,samsum,-0.0243,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,msp_min,SameTask-long,xsum,-0.0149,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,asqa,0.4451,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,cnn_dailymail,0.2990,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,expertqa,0.0982,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,factscore,0.3544,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,med_quad,0.1609,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,pubmed_qa,0.2756,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,samsum,0.1956,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,1ds-Diff-long,xsum,0.0345,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,asqa,0.4070,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,cnn_dailymail,0.2750,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,expertqa,0.1679,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,factscore,0.3256,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,med_quad,0.2138,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,pubmed_qa,0.2492,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,samsum,0.0348,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,DiffTask-long,xsum,-0.0539,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,asqa,0.3927,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,cnn_dailymail,0.3370,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,expertqa,0.1591,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,factscore,0.2744,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,med_quad,0.2095,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,pubmed_qa,0.2747,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,samsum,0.2127,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,LOO-long,xsum,0.1284,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,asqa,0.3256,3,endpoint,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,cnn_dailymail,0.3193,3,endpoint,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,expertqa,0.0576,3,endpoint,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,factscore,0.3811,3,endpoint,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,med_quad,0.1701,3,endpoint,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,pubmed_qa,0.1970,3,endpoint,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,samsum,0.3085,3,endpoint,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,endpoint,wmsp15,SameTask-long,xsum,0.1501,3,endpoint,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,asqa,0.3522,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,cnn_dailymail,0.1713,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,expertqa,0.1245,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,factscore,0.4432,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,med_quad,0.1742,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,pubmed_qa,0.3802,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,samsum,0.0349,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,1ds-Diff-long,xsum,0.0010,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,asqa,0.3808,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,cnn_dailymail,0.1472,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,expertqa,0.2002,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,factscore,0.4103,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,med_quad,0.2122,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,pubmed_qa,0.3812,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,samsum,-0.0177,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,DiffTask-long,xsum,-0.0204,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,asqa,0.3634,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,cnn_dailymail,0.1922,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,expertqa,0.1787,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,factscore,0.3844,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,med_quad,0.2105,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,pubmed_qa,0.3721,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,samsum,0.0540,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,LOO-long,xsum,0.0232,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,asqa,0.2814,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,cnn_dailymail,0.1996,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,expertqa,0.1287,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,factscore,0.4958,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,med_quad,0.1728,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,pubmed_qa,0.3687,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,samsum,0.0703,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,128.0,SameTask-long,xsum,0.0276,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,asqa,0.4388,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,cnn_dailymail,0.2871,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,expertqa,0.0925,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,factscore,0.3785,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,med_quad,0.1612,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,pubmed_qa,0.3246,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,samsum,0.1685,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,1ds-Diff-long,xsum,0.0288,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,asqa,0.4283,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,cnn_dailymail,0.2401,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,expertqa,0.1670,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,factscore,0.3311,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,med_quad,0.2146,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,pubmed_qa,0.3374,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,samsum,0.0098,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,DiffTask-long,xsum,-0.0418,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,asqa,0.3927,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,cnn_dailymail,0.3229,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,expertqa,0.1614,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,factscore,0.2825,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,med_quad,0.2095,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,pubmed_qa,0.3382,3,shufL,blend_msp_wmsp_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,samsum,0.1999,3,shufL,blend_msp_wmsp_samsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,LOO-long,xsum,0.1115,3,shufL,blend_msp_wmsp_xsum__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,SameTask-long,asqa,0.3121,3,shufL,blend_msp_wmsp_asqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,SameTask-long,cnn_dailymail,0.3155,3,shufL,blend_msp_wmsp_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,SameTask-long,expertqa,0.0560,3,shufL,blend_msp_wmsp_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,SameTask-long,factscore,0.4023,3,shufL,blend_msp_wmsp_factscore__meta-llama_Meta-Llama-3.1-8B.csv
W7b-blend,shufL,16.0,SameTask-long,med_quad,0.1704,3,shufL,blend_msp_wmsp_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
