model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
Qwen/Qwen2.5-14B,cnn_dailymail,ID,cnn_dailymail,satmd_mid,published baseline,0.031729,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,ID,expertqa,hbo,published baseline,0.687031,0.003459,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,ID,expertqa,huq_satmd_mid,published baseline,0.658668,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,ID,expertqa,md_mean_mid,published baseline,-0.019351,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,ID,expertqa,satmd_mid,published baseline,0.265971,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,ID,factscore,hbo,published baseline,0.44149,0.008346,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,ID,factscore,huq_satmd_mid,published baseline,0.183194,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,ID,factscore,md_mean_mid,published baseline,0.061929,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,ID,factscore,satmd_mid,published baseline,0.074369,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,med_quad,hbo,published baseline,0.135684,0.019387,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,med_quad,huq_satmd_mid,published baseline,0.097273,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,med_quad,md_mean_mid,published baseline,-0.159341,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,med_quad,satmd_mid,published baseline,0.097258,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,pubmed_qa,hbo,published baseline,-0.011867,0.0345,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,pubmed_qa,huq_satmd_mid,published baseline,0.105577,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,pubmed_qa,md_mean_mid,published baseline,0.105577,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,pubmed_qa,satmd_mid,published baseline,0.105577,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,ID,samsum,hbo,published baseline,0.414559,0.001325,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,ID,samsum,huq_satmd_mid,published baseline,0.230688,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,ID,samsum,md_mean_mid,published baseline,0.009532,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,ID,samsum,satmd_mid,published baseline,0.009532,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,ID,xsum,hbo,published baseline,0.127238,0.003387,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,ID,xsum,huq_satmd_mid,published baseline,0.04705,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,ID,xsum,md_mean_mid,published baseline,0.068988,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,ID,xsum,satmd_mid,published baseline,0.068988,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,hbo,published baseline,0.044214,0.006454,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,huq_satmd_mid,published baseline,0.034813,0.00452,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,md_mean_mid,published baseline,0.058883,0.00287,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,satmd_mid,published baseline,0.058883,0.00287,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,hbo,published baseline,0.234741,0.00378,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,0.02631,0.140759,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.162678,0.001873,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,-0.162678,0.001873,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,hbo,published baseline,-0.235082,0.021243,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.256204,0.015346,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.156335,0.005058,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,satmd_mid,published baseline,-0.156335,0.005058,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,hbo,published baseline,-0.117438,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.16266,0.032027,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.224239,0.001916,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,satmd_mid,published baseline,-0.224239,0.001916,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,hbo,published baseline,0.247427,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,huq_satmd_mid,published baseline,0.292683,0.03931,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,md_mean_mid,published baseline,0.249823,0.002491,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,satmd_mid,published baseline,0.249823,0.002491,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,hbo,published baseline,0.657694,0.000172,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,huq_satmd_mid,published baseline,0.326355,0.218,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,md_mean_mid,published baseline,-0.07655,0.0079,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,satmd_mid,published baseline,-0.07655,0.0079,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,hbo,published baseline,-0.014035,0.012215,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.153363,0.022457,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.034512,0.017717,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,satmd_mid,published baseline,-0.034512,0.017717,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,hbo,published baseline,0.101314,0.001359,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,huq_satmd_mid,published baseline,0.11923,0.008765,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,md_mean_mid,published baseline,0.000653,0.005546,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,satmd_mid,published baseline,0.000653,0.005546,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,med_quad+asqa,hbo,published baseline,-0.180269,0.008787,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,med_quad+asqa,huq_satmd_mid,published baseline,-0.207637,0.02736,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,med_quad+asqa,md_mean_mid,published baseline,-0.183193,0.001894,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,med_quad+asqa,satmd_mid,published baseline,-0.228315,0.002366,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,pubmed_qa+asqa,hbo,published baseline,-0.117438,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,pubmed_qa+asqa,huq_satmd_mid,published baseline,-0.265524,0.003157,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,pubmed_qa+asqa,md_mean_mid,published baseline,-0.265524,0.003157,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,pubmed_qa+asqa,satmd_mid,published baseline,-0.265524,0.003157,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,cnn_dailymail+samsum,hbo,published baseline,-0.013039,0.001097,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,cnn_dailymail+samsum,huq_satmd_mid,published baseline,-0.007764,0.009363,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,cnn_dailymail+samsum,md_mean_mid,published baseline,0.052187,0.001609,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,cnn_dailymail+samsum,satmd_mid,published baseline,-0.114117,0.000687,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,xsum+cnn_dailymail,hbo,published baseline,0.230402,8.7e-05,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,xsum+cnn_dailymail,huq_satmd_mid,published baseline,0.197944,0.017435,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,xsum+cnn_dailymail,md_mean_mid,published baseline,-0.169448,0.002233,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,xsum+cnn_dailymail,satmd_mid,published baseline,0.164508,0.002897,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,expertqa,hbo,published baseline,0.253448,0.002079,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,expertqa,huq_satmd_mid,published baseline,0.247427,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,expertqa,md_mean_mid,published baseline,0.248725,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,expertqa,satmd_mid,published baseline,-0.058541,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,SameTask-long,factscore,hbo,published baseline,0.658217,0.000435,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,SameTask-long,factscore,huq_satmd_mid,published baseline,0.669653,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,SameTask-long,factscore,md_mean_mid,published baseline,-0.35181,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,SameTask-long,factscore,satmd_mid,published baseline,0.414416,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,SameTask-long,pubmed_qa+med_quad,hbo,published baseline,0.103793,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,SameTask-long,pubmed_qa+med_quad,huq_satmd_mid,published baseline,-0.006059,0.00826,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,SameTask-long,pubmed_qa+med_quad,md_mean_mid,published baseline,-0.006059,0.00826,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,SameTask-long,pubmed_qa+med_quad,satmd_mid,published baseline,-0.006059,0.00826,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,SameTask-long,xsum+samsum,hbo,published baseline,-0.123538,0.018124,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,SameTask-long,xsum+samsum,huq_satmd_mid,published baseline,-0.200019,0.007016,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,SameTask-long,xsum+samsum,md_mean_mid,published baseline,-0.111129,0.00312,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,SameTask-long,xsum+samsum,satmd_mid,published baseline,-0.111129,0.00312,3,0,published baselines,40,yes
